_unit_id,query,source,product_description
711174637,Brett Favre NY Titans jersey blue,flipkart,"Are you a fan of the Blue Jackets? Get this official NHL design on your Coveroo. This design is officially licensed artwork approved by the NHL. The design is printed using the HighColor process. Not a sticker or skin. Hand-customized by the team in San Francisco, CA."
711174638,Brett Favre NY Titans jersey blue,flipkart,"Are you a fan of the Blue Jackets? Get this official NHL design on your Coveroo. This design is officially licensed artwork approved by the NHL. The design is printed using the HighColor process. It's not a sticker or skin. This case is hand-customized by the Coveroo team in San Francisco, California. All NHL logos and marks and NHL team logos and marks depicted herein are the property of the NHL and the respective teams and may not be reproduced without the prior written consent."
711174640,Brett Favre NY Titans jersey blue,flipkart,"Are you a fan of the Blue Jackets? Get this official NHL design on your Coveroo. This design is officially licensed artwork approved by the NHL. The design is printed using the HighColor process. It's not a sticker or skin. This case is hand-customized by the Coveroo team in San Francisco, California."
711174641,Brett Favre NY Titans jersey blue,flipkart,"Are you a fan of the Blue Jackets? Get this official NHL design on your Coveroo. This design is officially licensed artwork approved by the NHL. The design is printed using the HighColor process. Not a sticker or skin. Hand-customized by the team in San Francisco, CA."
711174642,Brett Favre NY Titans jersey blue,flipkart,"Are you a fan of the Blue Jackets? Get this official NHL design on your Coveroo. This design is officially licensed artwork approved by the NHL. The design is printed using the HighColor process. Not a sticker or skin. Hand-customized by the team in San Francisco, CA."
711174672,Dc shoes black,flipkart,"HDMI YPbPr Input, to connect with Full HD Video Camera, High BrightnessContrast Dizzy-proof monitor with sun shade, to see clearly under sunshine- Shooting view aperture, RGB monochromatic display, DC 6-24V wide range voltage, 4 user-definable function buttons F1, F2, F3 F4, High capacity rechargeable Li-ion battery, make power cables free- Features- Screen size (diagonal) - 5 in- Aspect ratio - 16Éç- Resolution (pixels) - 800x480 (native), 1920x1080 (maximum)- Pixel pitch (mm) -0- 135x0- 135- Scan frequency (Hz) - 60 to 72- Response time (ms) - 6- Viewing angle (degrees) - 150 and ordm x, 130 and ordm y- Brightness (cd/m and sup2) - 400- Contrast ratio - 600É…- LCD backlight - LED- Screen rotation - Flip x, flip y- Video inputs - HDMI, component, composite- Video outputs - HDMI- Touch screen inputs - None- Input power source - DC 6 - 24V- Operating temperature - 20 and ordmC to 60 and ordmC- Mount type - 0- 25 In- BSW thread, shoe mount SKU: LPUT001"
711174675,rain boot,flipkart,Ray Ban RB2132 Color 622 (Black Rubber/G-15XLT) Size 52mm Sunglasses
711174676,rain boot,flipkart,PVC/PVC Useasoftbristlebrushtoremoveanysurfacedirtordustfromtheshoe
711174677,rain boot,flipkart,RUBBER / LEATHER HAND WASH IN COLD WATER
711174679,rain boot,flipkart,"The Unisex Rubber Rain Boots can help keep you dry and comfortable on wet days. Don't worry about getting soggy, cold feet. These PVC rain boots are durable and versatile. Feel free to go tromping around in wet weather, or if you prefer, jumping through puddles. This pair of black, steel toe boots are terrific for general-purpose use. They feature a convenient pull on style for quick, easy on and off. The perforated bands for height adjustment make these unisex rain boots splendid for both genders. Wear them in imperfect weather conditions. The rugged tractor lug outsole can handle many terrains. Both males and females can benefit from the functionality of this product. They can be superb for outdoor teams that coordinate their wardrobes by choice or necessity. For a quality winter shoe, pick a pair of these sturdy, all-weather, unisex boots and you can't go wrong."
711174680,rain boot,flipkart,"These women's spring harbor bump toe walking shoes are great for walking, hiking and all sorts of outdoor activities. They are made to last."
711174681,rain boot,flipkart,RUBBER / LEATHER HAND WASH IN COLD WATER
711174715,drawer organizer,flipkart,"Take organizing your home to a whole new level with these South Shore Drawer Organizers. They are practical and easy to use in nearly any room of the home. A good size for storing shoes, clothing, books, toys and other items, they come in handy even in the most compact of spaces. These storage organizers are compatible with the South Shore units, but can also be used as stand alone bins. Made from 100 percent propylene, they are durable to offer you long-lasting performance. When not in use, the storage drawer organizers can be folded flat, allowing them to neatly stack out of the way or be taken along for use during travel. Made with the highest of quality in mind, they are a good choice for use in living rooms, nurseries, bedrooms and dorm rooms. South Shore Drawer Organizers also make a wonderful housewarming gift for your love ones. The simple style of these units allows them to blend easily with all tyhpes of home decor while storing your items and keeping them accessible."
711174716,drawer organizer,flipkart,"Keep your essentials neatly stored in one convenient place with the Rubbermaid 6-Piece Drawer Organizer Set. These interlocking bins come in varying sizes and are ideal for an office drawer or a junk drawer. Store writing utensils, paper clips and more. The non-slip base and feet keep the bins in position and prevent them from sliding around. This plastic drawer organizer comes in black."
711174717,drawer organizer,flipkart,"The Range Kleen Honeycomb Drawer Organizer takes the guess work out of finding personal items. Inspired by the engineering of the productive honeybee, this organizer is easy to assemble and fits comfortably inside most any drawer. Clutter and shifting will be a thing of the past, as this small drawer organizer keeps things neat, contained and organized. It provides a practical solution for your storage needs, creating space in those hard-to-reach areas. The Range Kleen Honeycomb Drawer Organizer is an ideal accessory for every family member."
711174718,drawer organizer,flipkart,One-piece black coffee condiment organizer is made from a tough and safe plastic that will stand the test of time. This unit has seven compartments and one K-Cup drawer that is a necessity for any breakroom or kitchen. Imagine making your morning cup a Joe and everything you need is at your fingertips?
711174720,drawer organizer,flipkart,"This Honey-Can-Do Steel Mesh Drawer Organizer is a great choice for people who like to keep their things neat. Made from stainless steel, this unit will not rust over time, so you can use it for many years to come. The finish provides an extra-clean look that's easy to match with the existing decor of your kitchen or office. Conveniently, the powder-coated mesh of this stainless steel drawer organizer is scratch resistant and will not damage your silverware. The tray is easy to clean and will not collect dirt and grime. It fits most standard drawers. Use it to store cutlery, flatware or kitchen tools, or use it in your office for office supplies."
711174806,headphones earbuds,flipkart,"These MDREX15LP W Sony Earbud Headphones offer excellent performance and audio in a small and portable package. With excellent sound, they are designed to sit in the ear comfortably. This pair of white earbud headphones uses hybrid silicone to create a soft, pliable housing that helps it to stay in place. The 9mm driver units deliver powerful bass, helping to create even tones regardless of what type of music you are listening to. These silicone headphones also make use of high-energy neodymium magnets. A Y-type cord ensures that you can adjust them to the size of nearly any face. Three separate earbud sizes are included. They come in small, medium and large. This helps to provide the right fit when using them."
711174807,headphones earbuds,flipkart,The iSound 2-In-1 Sound Kit with DJ-Style Headphones and Ear Buds features supra-aural DJ style headphones designed for crisp sound and comfort. The headphones use 40mm diameter drivers for bottomless bass and have a wide sensitivity range to deliver robust high end sound. They also feature in-line volume control. The ear buds are designed for optimal portability for use on-the-go and deliver true audio execution from any audio device with a standard headphone jack. This kit has everything you need to experience audio excellence from a wide variety of devices.
711174809,headphones earbuds,flipkart,The HA-F10C is the stereo earphone with convenient hard carrying case. It produces high quality sound with 13.5mm driver unit.
711174810,adidas fragance,flipkart,"Revitalize your skin with Adidas Extra Fresh Body Wash. Use it on your face, body or hair. This 3-in-1 body wash and shampoo was developed with athletes and contains a mint extract that provides an immediate revitalizing sensation to you cool you down."
711174813,adidas fragance,flipkart,"Adidas Dare Eau de Toilette Spray is a vigorous and masculine fragrance for men of any age. It features the freshness of sea breeze and lime on top contrasted by the warmth of musk and sandalwood on the bottom. Middle notes of rhum, leather, vetiver and lavender complete the blend. This unique formula is designed to offer a scent with an an ideal balance of energy and power. The package contains one 1.7-fl oz bottle of Adidas fragrance with a sleek look and a spray top with cap."
711174815,adidas fragance,flipkart,"adidas Moves for Him Spray, 1.7 fl oz, is for all the ways you play. It is an energetic fougere fragrance made for men who enjoy staying active and experiencing each day with exuberance. The eau de toilette spray's ingredients include a blend of spices, fragrances and fruits that form a wonderful smell. The adidas spray for men is small enough to easily be taken on the go, so you can freshen up any time."
711174845,cowboy boots,flipkart,"Root'n, toot'n cowboy boots for your toddler or little girl by IM-Link. These classic cowboy boots come in your choice of brown, pink or red. Features a side zipper for ease of on and off. Great with jeans or a casual dress."
711174846,cowboy boots,flipkart,"A great pair of boot stomping boots for your toddler or little girl by IM-Link. Comes in your choice of brown, fuchsia or tan. This cowboy boots come up to mid calf and are decorated in jewels for a little extra sass and fashion. Features a side zipper for ease of on and off."
711174847,cowboy boots,flipkart,"Root'n, toot'n cowboy boots for your toddler or little girl by IM-Link. These classic cowboy boots come in your choice of brown, pink or red. Features a side zipper for ease of on and off. Great with jeans or a casual dress."
711174848,cowboy boots,flipkart,"A great pair of boot stomping boots for your toddler or little girl by IM-Link. Comes in your choice of brown, fuchsia or tan. This cowboy boots come up to mid calf and are decorated in jewels for a little extra sass and fashion. Features a side zipper for ease of on and off."
711174849,cowboy boots,flipkart,"A great pair of boot stomping boots for your toddler or little girl by IM-Link. Comes in your choice of brown, fuchsia or tan. This cowboy boots come up to mid calf and are decorated in jewels for a little extra sass and fashion. Features a side zipper for ease of on and off."
711174850,Vanilla Scented Perfumes,flipkart,"A powerful blend of the decadent sweetness of Vanilla with the sharper, earthy notes of musk, Vanilla Musk perfume from Auric Blends is unique experience- A dab or two on your skin from its rollon applicator will linger for hours, leaving the delicious contrast of Vanilla Musk clinging to your skin, and the memories of those who experience the scent- Each bottle contains approximately 13 oz of perfume for external use only- SKU: AZRGR5269"
711174852,Vanilla Scented Perfumes,flipkart,"Features- Burberry for Women Eau de Parfum is a fresh and sensual fragrance-- The scent features fruity top notes of Blackcurrant, fresh green apple and bright bergamot-- Heart notes of cedar wood, jasmine, moss are intensified with warm notes of sandalwood for a rich and sensual tone-- Warm notes of musk and vanilla smooth the base-- Presented in a glass bottle-- Gender - Women-- Capacity - 3-4 oz- SKU: SNTD200"
711174853,Vanilla Scented Perfumes,flipkart,"Givenchy Organza Perfume was originally designed in 1996 and has remained as a classic favorite ever since. Its fragrant nature explores essences of honeysuckle, gardenia and ylang-ylang. Blended with notes of vanilla, nutmeg and sandalwood, Organza Givenchy perfume for women is a romantic fragrance."
711174854,Vanilla Scented Perfumes,flipkart,"Experience the allure of Paul Sebastian Design 1.7 oz Eau de Perfume for Women. It's a refreshing, floral, soft choice that works for special occasions and every day. This feminine scent possesses a blend of honeysuckle, spicy carnation, citrus, warm musky tones and rose that harmonize to create a distinctive fragrance. Subtle undertones lend exquisite richness and depth, and its clean smell won't overpower. The compact size of this 1.7 oz perfume makes it a good choice for travel or anyone testing out a potential signature scent."
711174876,workout clothes for women,flipkart,"Get cool and comfortable with the Danskin Now - Dri-More Racerback Tank with Shelf-Bra. This classic women's racerback tank has a built-in shelf bra, a V-neck and is made with moisture-wicking fabric that draws perspiration away from the body. These tanks are ideal for everything from yoga and pilates to running, jogging and speed walking. The Danskin Now tank also has a media player pocket, so you can listen to your favorite music while you work out."
711174877,workout clothes for women,flipkart,"These Danskin Now Dri-More Core Women's Leggings are designed to allow you to work out in style. They feature a wide elastic contour waistband for extra comfort. These workout leggings are made with moisture-wicking technology to help keep you dry. They are also anti-microbial to reduce odor. These Danskin Now leggings are made of a blend of cotton, polyester and spandex for a sure and comfortable fit. They are machine washable for easy care and are available in multiple sizes and colors."
711174878,workout clothes for women,flipkart,This Danskin Now women's bungee tank is all you need for an efficient workout. This tank has moisture wicking technology allowing your body to move and breathe freely maximizing your workout. These tanks are lightweight and the mesh insets on the sides and back offer extra cooling ability. The drawstring bungee on the hem adds a trendy spin to your average workout tank. Pick from assorted colors.
711174880,workout clothes for women,flipkart,"Get comfortable with the Women's Dri-More capri core leggings from Danskin Now. These leggings feature an elastic waistband for flexibility, contain moisture wicking properties to absorb perspiration and they offer anti-microbial to reduce odor for an overall fresher feel. These women's cropped leggings are machine washable for convenience."
711174914,wireless mouse,flipkart,"With the Logitech Performance MX Wireless Dual Laser Mouse, you have the power to achieve. You can track precisely on more surfaces, including glass tables (4mm minimum thickness) with Logitech Darkfield Laser Tracking. And your mouse is ready when you are, thanks to the tiny receiver that stays in your laptop and flexible micro USB charging."
711174915,nike shoes,flipkart,"The Avia Men's Jag Outdoor Trail Sneakers have a classic low-top silhouette that works well on rough terrains. You can wear these shoes while hiking and doing other everyday activities. These classic sneakers are simple, yet they feature modern styling. They have a lace-up style, a rubber sole for traction, a padded footbed and a padded tongue for comfort. These sneakers also come with a mesh upper and lining for breathability. They can easily be paired with a casual outfit for a nice look. These sneakers are even available in various sizes to fit your needs."
711174918,nike shoes,flipkart,"For nike+.. Our Shoe Pod Pocket is designed to hold the popular nike+ iPod Sensor. When paired with nikes SportBand, the sensor allows you to track your distance, pace, time and calories burned while you run. Simply attach the pocket to your laces and youre ready to go! Super lightweight, water proof and durable. Black, dimensions: 1 1/2 sq. inches 873855006547"
711174919,nike shoes,flipkart,"These Tredsafe Mario wide width men's slip resistant athletic shoes are great for work and after work. They feature patented outsole design, elevated rubber bottom for superior slip resistance and much more to ensure your comfort and safety."
711174948,vanity fair bras,flipkart,"Enjoy comfortable support in all athletic activities with the Fruit of the Loom Girls' Assorted Spaghetti-Strap Sport Bras. Made of cotton and Lycra, the bra moves with you while providing firm support for jumping, running and other actions. The tagless design and adjustable straps of these Fruit of the Loom sport bras provide additional comfort."
711174950,vanity fair bras,flipkart,"This Fruit of the Loom Seamed Wire-Free Bra is a wonderful choice for women who like to be as comfortable as possible. It offers wire-free cups for total support. Built in straps allow for a snug fit. Made from pure cotton, this Fruit of the Loom bra is soft and gentle on your skin. It comes in a variety of colors and is great for everyday wear. It is also conveniently machine washable, allowing for easy care. Enjoy lasting comfort with this bra."
711174953,vanity fair bras,flipkart,"Just My Size Full Figure Satin Stretch Wirefree Bra, Style 1960"
711174955,ecco shoes,flipkart,"The new Biom Zero Golf Shoes are the lightest, most flexible low profile golf shoe ever created by Ecco. This limited edition golf shoe features BIOM technology that promotes a natural foot position, provides full-length support and ensures optimal comfort. The Biom Zero is so named because it has zero heel drop, and that means maximum feel, bringing you closer to the ground than any other Ecco golf shoe. This golf shoe is extremely flexible, thanks to Direct Injection, a process unique to Ecco, that allows for one piece construction without gluing or stitching.The upper is constructed of Ecco's premium Caldera Leather, a unique full grain leather that is stain-resistant, durable and exceptionally easy to clean. Inside you'll find Ecco's innovative Second Skin leather lining that wicks away moisture while cradling the foot in a rich, supple cocoon of comfort. Traction won't be a problem, either, with the patented Street outsole featuring the Ecco dynamic traction system (E-dts)."
711174956,ecco shoes,flipkart,"The new Biom Zero Golf Shoes are the lightest, most flexible low profile golf shoe ever created by Ecco. This limited edition golf shoe features BIOM technology that promotes a natural foot position, provides full-length support and ensures optimal comfort. The Biom Zero is so named because it has zero heel drop, and that means maximum feel, bringing you closer to the ground than any other Ecco golf shoe. This golf shoe is extremely flexible, thanks to Direct Injection, a process unique to Ecco, that allows for one piece construction without gluing or stitching.The upper is constructed of Ecco's premium Caldera Leather, a unique full grain leather that is stain-resistant, durable and exceptionally easy to clean. Inside you'll find Ecco's innovative Second Skin leather lining that wicks away moisture while cradling the foot in a rich, supple cocoon of comfort. Traction won't be a problem, either, with the patented Street outsole featuring the Ecco dynamic traction system (E-dts)."
711174958,ecco shoes,flipkart,"Shoe Rack. This mocha Seville 3 tier shoe rack has removable resin wood composite panels that perfectly connect the shoe storage racks. This 3-level shoe rack is capable of accommodating up to 9 pair of shoes and give neat looks to your room. If you want to further extend this rack to store more footwear, then add extra units to it. The wooden shoe rack folds flat for easy storage. Easy to set up, this shoe rack comes with a sleek finish and elegant look to complement traditional setting."
711174959,ecco shoes,flipkart,UPPER:PU/MESH OUTSOLE:EVA/FABRIC Useasoftbristlebrushtoremoveanysurfacedirtordustfromtheshoe
711174981,spiderman,flipkart,"The Marvel Amazing Spider-Man 2 Toy, Blaze Wing Cycle, lets your children take their favorite hero on brand new adventures. The Spidey figure fits right on the vehicle for amazing riding action. Kids just pull the cycle back and let it go to launch a fast, all-out attack. The wings deploy for fun, acrobatic hand-held flying adventures. With this Amazing Spider Man toy your children will be ready to take on the Lizard, Green Goblin, Rhino and all of the other sinister bad guys from the comics and films. Invite over their friends to see who can make the Blaze Wing Cycle fly the farthest. Use this Marvel toy with your children to encourage creative thinking and bond over your shared love of the classic comic book characters. Marvel products are produced by Hasbro under license from Marvel Characters B.V. This toy is recommended for ages 4 and up."
711174982,spiderman,flipkart,"This Playskool Heroes Marvel Super Hero Figure offers an exciting imaginary world and a larger than life character. Kids can pretend they can ""fly"" into action with this Big-Time crime-fighter and his mighty flying machine. This super-charged helicopter is just the right size for smaller hands. The Spider-Man figure fits easily on the top of the Adventures Arachno-Blade vehicle. It has launching rockets that will keep the foe at bay. One of the world's most iconic characters has combined with the classic and beloved Playskool brand. This Hasbro figure will provide hours of action-packed fun. This is an amazing gift for those who aspire to vanquish the enemy with their imaginary feats."
711174984,spiderman,flipkart,"Want to end your Spider-Man themed party in spidey style? Send guests away with fun favors in these action-packed treat bags featuring Spider-Man's famous mask! Write the name of each party guest in the space provided to keep track of whose treat sack is whose. Bags also have a cutout handle, making them easy for little hands to carry! They're sure to make any Spider-Man or superhero-themed birthday party amazing. Package includes eight favor bags, each measuring 6-1/2 inches by 9-1/4 inches."
711174987,spiderman,flipkart,Machine Wash Tumble Dry
711174988,spiderman,flipkart,"Get ready for an electrifying good time with this Marvel Amazing Spider-Man 2 Spider Strike Shock Surge Spider-Man Figure. This superhero takes his powers to the next level. Along with wall crawling and web spinning, this Amazing Spider-Man 2 figure has the power to shock his opponents. When your webbed friend needs extra power, simply strap his power pack to his back. It lights up for an instant zap attack. It can be removed when he is at rest. This crusader is wearing his classic red and blue costume and high boots. Spider-Man stands 3.75"" tall and features his signature hand that is ready to spin a web. This toy action figure has articulated limbs to help him perform amazing acrobats. Spider-Man comes with batteries and he is recommended for ages 4 and older."
711175017,portable hard drive,flipkart,"The Toshiba Connect 1TB Portable External Hard Drive lets you store your files in a compact and portable package, giving you easy access to your files whenever you need them. Designed to connect through a high-speed USB 3.0 interface, this drive lets you read and write files with incredible speed, so it can be used as an everyday expanded storage or backup for your computer. This black Toshiba portable external hard drive combines form and function in a pocket-sized and stylish external drive with incredible one-terabyte capacity. This Toshiba portable external hard drive is compatible with Windows XP, 7 or 8 as well as Apple Mac computers. Ensure the safe and efficient storage of all your important data and media files with this high-capacity Toshiba Canvio External Hard Drive."
711175018,portable hard drive,flipkart,"The WD Elements 1TB Portable External Hard Drive features a flexible interface with fast transfer speeds. This device provides you with a place to store your music, songs, videos and photos. The WD Elements 1TB external hard drive will hold up to 666,000 photos, up to 285,000 songs or up to 56 hours of HD video. This external hard drive is compatible with Windows XP, Vista and Windows 7 and 8. It is also compatible with Mac OS X once required formatting has been completed. This product comes with a convenient quick start guide, a USB cable, a power adapter and the hard drive."
711175019,portable hard drive,flipkart,"Store your important files, pictures and media with ease using the Toshiba Canvio Connect 2TB Portable External Hard Drive. The hard drive has a 2TB capacity that is designed to hold 1,300,000 photos and 571,000 hours of music. Compatible with Microsoft Windows 8, 7 or XP, the Toshiba 2TB hard drive will keep your files centralized while allowing you easy access. The black hard drive also has a 5,4000RPM speed that will let you retrieve your files quickly and effortlessly. Enhance the way you use your computer with this handy hard drive."
711175021,portable hard drive,flipkart,"The Toshiba Connect 500GB Portable External Hard Drive lets you store your files in a compact and portable package, giving you easy access to your files whenever you need them. Designed to connect through a high-speed USB 3.0 interface, this drive lets you read and write files with incredible speed, so it can be used as an everyday expanded storage or backup for your computer. This black Toshiba Canvio external hard drive combines form and function in a pocket-sized and stylish external drive with incredible 500GB capacity. This Toshiba Canvio external hard drive is compatible with Windows XP, 7 or 8 as well as Apple Mac computers. Ensure the safe and efficient storage of all your important data and media files with this high-capacity Toshiba Canvio 500GB external hard drive."
711175022,portable hard drive,flipkart,"The blue WD My Passport 2TB Portable External Hard Drive is an excellent companion for Ultrabooks or other slim laptops. Safeguard your memories with WD's SmartWare Pro automatic backup software. The WD My Passport 2TB External Hard Drive provides storage for plenty of videos, photos, music and other types of files with on-the-road convenience. The SmartWare feature of the 2TB Ultra Portable External Hard Drive runs quietly in the background and backs up your files every time you add, change or save a file."
711175099,kitchen rugs,flipkart,"This Mohawk Home Kitchen Rug is sure to add comfort and charm to your kitchen. Combining style with functionality, this kitchen rug will fit your decoration needs and has a non-slip backing for safety."
711175100,kitchen rugs,flipkart,"This Mohawk Home Kitchen Rug is sure to add comfort and charm to your kitchen. Combining style with functionality, this kitchen rug will fit your decoration needs and has a non-slip backing for safety."
711175101,kitchen rugs,flipkart,"This Mohawk Home Kitchen Rug is sure to add comfort and charm to your kitchen. Combining style with functionality, this kitchen rug will fit your decoration needs and has a non-slip backing for safety."
711175102,LED monitor,flipkart,"The Sceptre 24"" LED Monitor E248W-1920 is ideal for use in the home or at the office. You can use it for entertainment purposes such as playing video games, watching movies/shows and editing videos. At the office, the 16:9 wide screen allows you to multitask and view multiple documents side by side to work at your maximum potential. With a 5-millisecond response time, this HD 1080p monitor displays action sequences with a very high degree of clarity ensuring crisp pictures and smooth playback. The 1920 x 1080 Full HD resolution, 0.277mm pixel pitch and the capability of displaying millions of colors produce realistic and excellent image quality that comes to life. This black Sceptre monitor is versatile. Place it in a room wherever you like due to its anti-glare feature, and you can also connect it to all video and gaming devices with HDMI, DVI and VGA inputs."
711175103,LED monitor,flipkart,"See what you're doing crisply and clearly on the Acer LED Monitor, H236HL Black. This anti-glare screen can be placed anywhere in the room, allowing you to see it from any angle. It is ideal for both work and play, and can help you to focus on tasks with ease. The 5ms response time delivers exceptional performance, helping to keep gaming lag-free. This Acer Widescreen Monitor measures 23"", so there's plenty of room to pull up dual documents or screens. Its 1920 x 1080 Full HD resolution allows for sharp clarity when watching movies or live streams. The refurbished LED monitor functions well in any home office, too."
711175104,LED monitor,flipkart,"This Dell LED Monitor (DHNVJ Black) is ideal for use in the home or at the office. While at home, you can use it for entertainment purposes, such as playing video games, watching movies/shows and editing videos. Whereas at the office, the 16:9 widescreen allows you to multitask and view multiple documents side-by-side to work at your maximum potential. With a 5-millisecond response time, this full HD LED monitor displays action sequences with a high degree of clarity ensuring crisp pictures and smooth playback. The 1920 x 1080 Full HD resolution, 0.248mm pixel pitch and the capability of displaying 16.7 million colors produces a realistic and excellent image quality that comes to life. You can place this 22"" LED monitor anywhere in a room due to its anti-glare feature."
711175107,LED monitor,flipkart,"The Acer Touchscreen Monitor (T232HL Black) is suitable for home or workplace use. Anti-glare, it can be placed anywhere in a room or an office and still display a clear image. The 16:9 aspect ratio and wide screen make it suitable for watching movies and also for displaying two documents or program windows side by side. This refurbished LED monitor displays 16.7 million colors, making photos and videos more detailed and realistic. A high contrast ratio ensures legible and clear text when viewing documents. With a 5ms response time, the 23"" LED widescreen monitor offers smooth visual flow for movies and video games. The touch-screen interface allows for easy computer navigation."
711175129,mens dress shirts,flipkart,"The George men's long sleeve dress shirt is great for special occasions or work. It features comfort collar, which expands up to inch, wrinkle resistant fabric and shirttail hem. Choose from assorted colors."
711175131,mens dress shirts,flipkart,"This Dickies Men's Short Sleeve Twill Work Shirt is a wonderful choice for any man's basic wardrobe. This shirt can be worn to work and for play. This short sleeve work shirt is conveniently wrinkle-resistant and features two chest pockets, where you can store pens and other items."
711175132,mens dress shirts,flipkart,"Get attractive daily wear that has professional flair with the George Men's Long-Sleeve Poplin Shirt. Designed with an office-ready silhouette and constructed in comfortable poplin fabric, this men's long-sleeve shirt is sure to become a wardrobe favorite. The men's poplin shirt is relaxed in the torso so that you can enjoy comfortable movement even in warm temperatures. With long sleeves for all-occasion wear, you can transition the men's poplin shirt from summer to winter with the addition of a sweatshirt or jacket. Comfortable for meetings or an out-of-town conference, the George Men's Long-Sleeve Poplin Shirt is a smart wardrobe basic. With a collared neckline and button-up style, you'll easily fashion the versatile men's long-sleeve shirt for casual occasions and outdoor BBQs. Whether you favor it as a casual basic or daily work wear, this solid-color George Men's Long-Sleeve Poplin Shirt is a fine wardrobe buy."
711175133,mens dress shirts,flipkart,"Get attractive daily wear that has professional flair with the George Men's Long-Sleeve Poplin Shirt. Designed with an office-ready silhouette and constructed in comfortable poplin fabric, this men's long-sleeve shirt is sure to become a wardrobe favorite. The men's poplin shirt is relaxed in the torso so that you can enjoy comfortable movement even in warm temperatures. With long sleeves for all-occasion wear, you can transition the men's poplin shirt from summer to winter with the addition of a sweatshirt or jacket. Comfortable for meetings or an out-of-town conference, the George Men's Long-Sleeve Poplin Shirt is a smart wardrobe basic. With a collared neckline and button-up style, you'll easily fashion the versatile men's long-sleeve shirt for casual occasions and outdoor BBQs. Whether you favor it as a casual basic or daily work wear, this solid-color George Men's Long-Sleeve Poplin Shirt is a fine wardrobe buy."
711175135,Watch women fossil,flipkart,"Model: BQ1093. The shiny crystal studded appearance of the Fossilmultifunction crystal bezel timepiece makes it standout from other watches.This is the watch to wear for that special occasion or a night out in town withyour loved one. The fixed stainless steel bezel embellished with shiny crystalsalong with other features like minute markers around the outer rim makes thistimepiece unique in its own right. The elegant lady can use this timepiece asan alternate accessory to accentuate her stylish look. The watch has threemulti-function sub-dials displaying the day of the week, date, and 24 hourtime. Other features like the anti-scratch mineral crystal dial and pull pushcrown with solid case back add to the timepiece?s unique features.?Case-Stainless steel?Bracelet/Strap- Leather?Crown-Pull and push?Dial color-Maroon?Subdial Use-Multifunction day date, military time?Hand Indicators-Silver?Movement- Quartz?Crystal-Mineral?Case Size-37mm?Bracelet size-18mm?Water Resistant-50 meters"
711175136,Watch women fossil,flipkart,"Fossil Women's Glitz Stainless steel case, Leather strap, Silver dial, Quartz movement, Scratch resistant mineral, Water resistant up to 5 ATM - 50 meters - 165 feet"
711175138,Watch women fossil,flipkart,"Fossil Women's Cecile Stainless steel case, Stainless steel bracelet, White dial, Quartz movement, Scratch resistant mineral, Water resistant up to 10 ATM - 100 Meters - 330 feet"
711175173,silver jeans,flipkart,"Nice and easy, these are the jeans you'll wish you could slip into every day. A slightly fuller seat and thigh give you outstanding comfort, but the classic good looks and durability are still 100% Wrangler.Also available in Men's Big sizes"
711175174,silver jeans,flipkart,"Feel and look good with the Wrangler - Big Mens Regular Fit Jeans. These 5-pocket jeans are made from heavyweight flex denim and are especially made for every day wear. They belong to the Wrangler Comfort Solutions Series and are designed to offer a comfortable feel with a stylish look. They come with a flex-fit waistband that can expand up to two-inches for customized fitting. They feature a traditional five-pocket styling that offers plenty of space to hold all your essential items like your wallet and car keys. They also feature a single-button closure with zipper fly for a perfect and secured fit. The belt loops offer enhanced customizability, and let you accessorize your look, too. The Wrangler - Big Mens Regular Fit Jeans come with a one-year warranty, too."
711175234,table runner,flipkart,"The Mainstays Tuscany Dining Table Runner is a decorative centerpiece. This runner will add a layer of loveliness to your dining experience. Made of polyester, this kitchen table runner is machine washable."
711175235,table runner,flipkart,This Canvas Corp Burlap Table Runner will inspire creativity. You'll have so much fun decorating with this party table runner that you'll want to make use of one for every family holiday or social gathering. The 14â€ù x 58â€ù decorative table runner is constructed of burlap and is good for any occasion.
711175237,table runner,flipkart,Add a touch of understated elegance to kitchen decor with this beautiful table runner or topper featuring a unique design. This beautiful piece adds a distinctive style to contemporary decor.
711175270,skechers womens shoes,flipkart,"These Dr. Scholl's Aspire Wide-Width Women's Walking Shoes are comfortable footwear for those working on their feet for long periods of time. They are ideal for nurses, postal workers and more. These wide walking shoes are available in a range of sizes and are suitable for casual wear as well as the workplace."
711175271,skechers womens shoes,flipkart,The George Women's Loafer Dress Shoe will complement your professional wardrobe. They are ideal for the office or to wear to special events. Pair the sleek and shiny women's loafer shoes with your favorite dress or slacks.
711175273,skechers womens shoes,flipkart,"These Dr. Scholl's Women's Frida Sneakers feature an advanced cushioning gel that is designed to provide shock absorption, comfort and protection for sensitive heels. They are made with a leather and fabric upper and have a lace-up style. These women's sneakers include materials that aid in moisture control and have perforations designed to increase breathability."
711175274,laptop lenovo,flipkart,"The Lenovo Refurbished 14.1"" T400 Laptop PC has everything you need to compute on the go. Microsoft Windows 7 Professional lets you complete any task."
711175275,laptop lenovo,flipkart,The Lenovo Refurbished Laptop T410 has everything you need to compute on the go. Microsoft Windows 7 Professional lets you complete any task.
711175279,laptop lenovo,flipkart,"The Lenovo Pre-Owned Black T410 14.1"" Laptop PC has everything you need to compute on the go. Microsoft Windows 7 Professional lets you complete any task."
